date,Temperature,Humidity,CO2,Occupancy
2/4/2015 22:51,21.29,25.7,469.5,0
2/4/2015 22:52,21.2,25.6,469,0
2/4/2015 22:53,21.29,25.7,471,0
2/4/2015 22:53,21.29,25.7,469,0
2/4/2015 22:54,21.26,25.66666667,467.3333333,0
2/4/2015 22:56,21.245,25.65,471.5,0
2/4/2015 22:57,21.23,25.63333333,471.6666667,0
2/4/2015 22:58,21.29,25.7,475,0
2/4/2015 22:59,21.2,25.6,471,0
2/4/2015 22:59,21.2,25.6,471,0
2/4/2015 23:00,21.245,25.65,471,0
2/4/2015 23:02,21.245,25.65,474.5,0
2/4/2015 23:03,21.2,25.6,475.5,0
2/4/2015 23:04,21.2,25.6,474,0
2/4/2015 23:05,21.2,25.6,469,0
2/4/2015 23:06,21.2,25.6,474,0
2/4/2015 23:06,21.2,25.6,474,0
2/4/2015 23:08,21.2,25.6,468.5,0
2/4/2015 23:09,21.2,25.6,469.5,0
2/4/2015 23:10,21.2,25.6,472.5,0
2/4/2015 23:10,21.2,25.6,467.5,0
2/4/2015 23:12,21.2,25.6,469,0
2/4/2015 23:12,21.2,25.55,466.5,0
2/4/2015 23:13,21.2,25.5,469.5,0
2/4/2015 23:15,21.2,25.5,469,0
2/4/2015 23:16,21.2,25.5,467,0
2/4/2015 23:17,21.2,25.5,467.3333333,0
2/4/2015 23:18,21.2,25.5,467,0
2/4/2015 23:19,21.2,25.5,464.5,0
2/4/2015 23:19,21.2,25.445,466,0
2/4/2015 23:21,21.2,25.5,473,0
2/4/2015 23:22,21.2,25.39,475,0
2/4/2015 23:23,21.2,25.39,471,0
2/4/2015 23:23,21.2,25.39,470,0
2/4/2015 23:25,21.2,25.39,466.25,0
2/4/2015 23:25,21.2,25.39,467,0
2/4/2015 23:26,21.2,25.39,473,0
2/4/2015 23:28,21.2,25.39,468,0
2/4/2015 23:29,21.2,25.39,463,0
2/4/2015 23:30,21.2,25.39,466,0
2/4/2015 23:31,21.2,25.39,467,0
2/4/2015 23:31,21.2,25.29,468,0
2/4/2015 23:32,21.2,25.39,468,0
2/4/2015 23:34,21.2,25.29,468,0
2/4/2015 23:35,21.2,25.34,465.5,0
2/4/2015 23:36,21.2,25.39,464,0
2/4/2015 23:37,21.2,25.34,464.5,0
2/4/2015 23:38,21.2,25.29,465.6666667,0
2/4/2015 23:38,21.2,25.365,465.75,0
2/4/2015 23:39,21.2,25.39,464,0
2/4/2015 23:41,21.2,25.39,467,0
2/4/2015 23:42,21.15,25.39,466.5,0
2/4/2015 23:43,21.2,25.39,465,0
2/4/2015 23:44,21.2,25.39,462,0
2/4/2015 23:44,21.2,25.39,459.6666667,0
2/4/2015 23:45,21.2,25.29,458,0
2/4/2015 23:47,21.2,25.34,462.5,0
2/4/2015 23:48,21.2,25.29,467,0
2/4/2015 23:49,21.2,25.29,466.5,0
2/4/2015 23:50,21.2,25.29,463,0
2/4/2015 23:51,21.2,25.29,465,0
2/4/2015 23:51,21.2,25.29,463.25,0
2/4/2015 23:53,21.2,25.29,460,0
2/4/2015 23:54,21.2,25.29,457,0
2/4/2015 23:55,21.2,25.29,456,0
2/4/2015 23:55,21.245,25.245,454,0
2/4/2015 23:57,21.23,25.23,454,0
2/4/2015 23:57,21.29,25.29,458,0
2/4/2015 23:58,21.2,25.2,456,0
2/5/2015 0:00,21.245,25.245,456.5,0
2/5/2015 0:01,21.245,25.245,458.5,0
2/5/2015 0:02,21.26,25.26,459.6666667,0
2/5/2015 0:03,21.245,25.245,464,0
2/5/2015 0:04,21.245,25.2,465,0
2/5/2015 0:04,21.29,25.2,461,0
2/5/2015 0:06,21.245,25.2,458.5,0
2/5/2015 0:07,21.29,25.2,459,0
2/5/2015 0:08,21.29,25.2,451,0
2/5/2015 0:08,21.29,25.2,456,0
2/5/2015 0:10,21.29,25.2,463,0
2/5/2015 0:10,21.29,25.2,461.6666667,0
2/5/2015 0:11,21.29,25.2,458,0
2/5/2015 0:13,21.29,25.2,450,0
2/5/2015 0:14,21.29,25.2,457,0
2/5/2015 0:15,21.29,25.2,456,0
2/5/2015 0:16,21.29,25.2,456,0
2/5/2015 0:16,21.29,25.2,461,0
2/5/2015 0:17,21.29,25.2,463,0
2/5/2015 0:19,21.29,25.2,460,0
2/5/2015 0:20,21.29,25.2,456,0
2/5/2015 0:21,21.29,25.2,454.5,0
2/5/2015 0:22,21.29,25.2,448.5,0
2/5/2015 0:23,21.29,25.2,453.5,0
2/5/2015 0:23,21.29,25.2,454,0
2/5/2015 0:24,21.29,25.2,454,0
2/5/2015 0:26,21.29,25.245,450.5,0
2/5/2015 0:27,21.29,25.245,453,0
2/5/2015 0:28,21.2,25.2,457,0
2/5/2015 0:29,21.2,25.2,452.5,0
2/5/2015 0:29,21.2,25.2,449,0
2/5/2015 0:30,21.2,25.2,458.6666667,0
2/5/2015 0:32,21.2,25.2,454.5,0
2/5/2015 0:33,21.2,25.245,455.5,0
2/5/2015 0:34,21.2,25.245,453.5,0
2/5/2015 0:35,21.2,25.29,452,0
2/5/2015 0:36,21.2,25.29,451.5,0
2/5/2015 0:36,21.2,25.29,451,0
2/5/2015 0:38,21.16666667,25.35666667,450.3333333,0
2/5/2015 0:39,21.16666667,25.39,450,0
2/5/2015 0:40,21.15,25.39,453.5,0
2/5/2015 0:40,21.1,25.39,454,0
2/5/2015 0:42,21.15,25.39,452.5,0
2/5/2015 0:42,21.1,25.39,454,0
2/5/2015 0:43,21.1,25.39,457,0
2/5/2015 0:45,21.1,25.46333333,450.3333333,0
2/5/2015 0:46,21.1,25.5,451,0
2/5/2015 0:47,21.1,25.5,451,0
2/5/2015 0:48,21.05,25.445,449,0
2/5/2015 0:49,21.1,25.5,449,0
2/5/2015 0:49,21.05,25.445,450,0
2/5/2015 0:51,21.05,25.445,449,0
2/5/2015 0:52,21.1,25.5,445,0
2/5/2015 0:53,21,25.39,443,0
2/5/2015 0:53,21.1,25.5,446.5,0
2/5/2015 0:55,21.1,25.5,446,0
2/5/2015 0:55,21.1,25.5,451.5,0
2/5/2015 0:56,21.1,25.39,445,0
2/5/2015 0:58,21.1,25.39,449,0
2/5/2015 0:59,21.1,25.39,451.6666667,0
2/5/2015 1:00,21.1,25.39,452,0
2/5/2015 1:01,21.1,25.39,451,0
2/5/2015 1:01,21.05,25.34,450,0
2/5/2015 1:02,21.1,25.39,450,0
2/5/2015 1:04,21.1,25.39,448,0
2/5/2015 1:05,21.1,25.39,450.6666667,0
2/5/2015 1:06,21.1,25.39,450,0
2/5/2015 1:07,21.15,25.39,446,0
2/5/2015 1:08,21.1,25.39,444,0
2/5/2015 1:08,21.125,25.39,447.5,0
2/5/2015 1:09,21.13333333,25.39,443.3333333,0
2/5/2015 1:11,21.1,25.34,443.5,0
2/5/2015 1:12,21.1,25.34,444,0
2/5/2015 1:13,21.15,25.34,449,0
2/5/2015 1:14,21.2,25.29,449.3333333,0
2/5/2015 1:14,21.15,25.29,448,0
2/5/2015 1:15,21.15,25.245,449.5,0
2/5/2015 1:17,21.2,25.245,450,0
2/5/2015 1:18,21.2,25.2,447,0
2/5/2015 1:19,21.2,25.2,446,0
2/5/2015 1:20,21.13333333,25.2,443,0
2/5/2015 1:21,21.16666667,25.2,444,0
2/5/2015 1:21,21.2,25.2,444.5,0
2/5/2015 1:23,21.2,25.2,445,0
2/5/2015 1:24,21.2,25.2,451,0
2/5/2015 1:25,21.2,25.2,450,0
2/5/2015 1:25,21.2,25.2,444,0
2/5/2015 1:27,21.2,25.2,443,0
2/5/2015 1:27,21.2,25.1,438.5,0
2/5/2015 1:28,21.2,25.1,441,0
2/5/2015 1:30,21.2,25.1,444,0
2/5/2015 1:31,21.2,25.15,441.5,0
2/5/2015 1:32,21.2,25.1,441,0
2/5/2015 1:33,21.2,25.1,439.5,0
2/5/2015 1:34,21.2,25.1,441,0
2/5/2015 1:34,21.2,25.1,442,0
2/5/2015 1:36,21.2,25.1,441,0
2/5/2015 1:37,21.2,25.1,436,0
2/5/2015 1:38,21.2,25.1,442.5,0
2/5/2015 1:38,21.2,25.1,446,0
2/5/2015 1:40,21.2,25.1,443,0
2/5/2015 1:40,21.2,25.1,437.5,0
2/5/2015 1:41,21.2,25.1,440.5,0
2/5/2015 1:43,21.2,25.05,439.5,0
2/5/2015 1:44,21.2,25,443,0
2/5/2015 1:45,21.2,25,443,0
2/5/2015 1:46,21.2,25,438.5,0
2/5/2015 1:46,21.2,25,438,0
2/5/2015 1:47,21.2,25,442.3333333,0
2/5/2015 1:49,21.2,25,448,0
2/5/2015 1:50,21.2,25.1,447.5,0
2/5/2015 1:51,21.125,25.1,445.75,0
2/5/2015 1:52,21.1,25,439,0
2/5/2015 1:53,21.1,25.1,440,0
2/5/2015 1:53,21.1,25.1,441.5,0
2/5/2015 1:54,21.1,25.06666667,439,0
2/5/2015 1:56,21.1,25,439,0
2/5/2015 1:57,21.1,25.1,437.5,0
2/5/2015 1:58,21.05,25.05,437.5,0
2/5/2015 1:59,21.1,25.1,439.3333333,0
2/5/2015 1:59,21.1,25.1,443,0
2/5/2015 2:00,21,25,440.5,0
2/5/2015 2:02,21,25,442.3333333,0
2/5/2015 2:03,21,25,440.6666667,0
2/5/2015 2:04,21,25,440,0
2/5/2015 2:05,21,25,439,0
2/5/2015 2:06,21,25,442,0
2/5/2015 2:06,21,25,443.5,0
2/5/2015 2:08,21,25,445,0
2/5/2015 2:09,21,25,445,0
2/5/2015 2:10,21,25.05,442.5,0
2/5/2015 2:10,21,25.1,440,0
2/5/2015 2:12,21,25,439.5,0
2/5/2015 2:12,21,25,438.5,0
2/5/2015 2:13,21,25,435,0
2/5/2015 2:15,21,25,439.5,0
2/5/2015 2:16,21,25,440.5,0
2/5/2015 2:17,21,25,439.5,0
2/5/2015 2:18,21,25,441,0
2/5/2015 2:19,21,25,442,0
2/5/2015 2:19,21,25,445,0
2/5/2015 2:21,21,25,444,0
2/5/2015 2:22,21,25,445,0
2/5/2015 2:23,21,24.89,444,0
2/5/2015 2:23,21,24.89,443,0
2/5/2015 2:25,21,24.89,448,0
2/5/2015 2:25,21.05,24.945,443,0
2/5/2015 2:26,21.05,24.945,440,0
2/5/2015 2:28,21,24.89,440,0
2/5/2015 2:29,21.03333333,24.92666667,441,0
2/5/2015 2:30,21.05,24.945,440.5,0
2/5/2015 2:31,21.05,24.945,444.5,0
2/5/2015 2:31,21.1,25,446,0
2/5/2015 2:32,21.05,24.945,442.5,0
2/5/2015 2:34,21,24.89,439,0
2/5/2015 2:35,21.1,24.89,441,0
2/5/2015 2:36,21.1,24.89,438.3333333,0
2/5/2015 2:37,21.03333333,24.89,439.5,0
2/5/2015 2:38,21.075,24.9725,440.75,0
2/5/2015 2:38,21.03333333,24.92666667,437,0
2/5/2015 2:39,21.1,24.945,440.5,0
2/5/2015 2:41,21.1,24.9175,442.25,0
2/5/2015 2:42,21.1,24.89,435,0
2/5/2015 2:43,21.1,24.89,435.5,0
2/5/2015 2:44,21.1,24.89,432,0
2/5/2015 2:44,21.1,24.89,439.5,0
2/5/2015 2:45,21.05,24.84,442.5,0
2/5/2015 2:47,21.1,24.89,438.5,0
2/5/2015 2:48,21.05,24.84,435.5,0
2/5/2015 2:49,21.06666667,24.85666667,437.3333333,0
2/5/2015 2:50,21.1,24.89,437,0
2/5/2015 2:51,21.03333333,24.82333333,438,0
2/5/2015 2:51,21.025,24.84,435,0
2/5/2015 2:53,21,24.79,440,0
2/5/2015 2:54,21,24.82333333,441.3333333,0
2/5/2015 2:55,21,24.85666667,435,0
2/5/2015 2:55,21,24.89,432,0
2/5/2015 2:57,21,24.89,435.5,0
2/5/2015 2:57,21,24.89,444,0
2/5/2015 2:58,21,24.84,444.5,0
2/5/2015 3:00,21,24.89,446,0
2/5/2015 3:01,21,24.89,445,0
2/5/2015 3:02,21,24.89,438.3333333,0
2/5/2015 3:03,21,24.89,445.5,0
2/5/2015 3:04,21,24.89,439,0
2/5/2015 3:04,21,24.89,439,0
2/5/2015 3:06,20.945,24.89,439.5,0
2/5/2015 3:07,20.96333333,24.89,443.3333333,0
2/5/2015 3:08,20.89,24.89,443.5,0
2/5/2015 3:08,20.92666667,24.89,444,0
2/5/2015 3:10,21,24.89,447.5,0
2/5/2015 3:10,20.89,24.89,445.5,0
2/5/2015 3:11,20.89,24.89,443,0
2/5/2015 3:13,20.89,24.89,438,0
2/5/2015 3:14,20.89,24.89,428,0
2/5/2015 3:15,20.89,24.89,431,0
2/5/2015 3:16,20.89,24.89,441,0
2/5/2015 3:16,20.89,24.89,446,0
2/5/2015 3:17,20.89,24.89,447,0
2/5/2015 3:19,20.89,24.89,439,0
2/5/2015 3:20,20.89,24.89,438.3333333,0
2/5/2015 3:21,20.89,24.89,442,0
2/5/2015 3:22,20.92666667,24.79,443.3333333,0
2/5/2015 3:23,20.89,24.79,448,0
2/5/2015 3:23,20.89,24.79,444.5,0
2/5/2015 3:24,20.92666667,24.79,443.3333333,0
2/5/2015 3:26,20.945,24.79,445,0
2/5/2015 3:27,21,24.7,445,0
2/5/2015 3:28,21,24.7,443.5,0
2/5/2015 3:29,21,24.7,439,0
2/5/2015 3:29,21,24.7,441.5,0
2/5/2015 3:30,21,24.63333333,441.3333333,0
2/5/2015 3:32,21,24.6,441,0
2/5/2015 3:33,21,24.6,441,0
2/5/2015 3:34,21,24.6,440,0
2/5/2015 3:35,21,24.6,436,0
2/5/2015 3:36,21,24.6,444,0
